trade_direction,nl_company,netherlands_cn8,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
Import (NL buyer),Auxanoo SF-J2 B.V.,32074085,320740,6,"Glass; glass frit and other glass, in the form of powder, granules or flakes",MARKS7917,Hong Kong,Netherlands,Netherlands,8,2026,2,2026-02,2026-02-26,20260214,20260214,export,1,4116.01,4570.53,kg,KG,MAXWELL PIGMENTS CO,[in full dataset],Tsuen Wan,,,,Y,Auxanoo SF-J2 B.V.,[in full dataset],Leerdam,,,,Y,MAXWELL PIGMENTS CO,[in full dataset],,7114.6,7114.6,Hong Kong (Kwai Tsing),Amsterdam,Leerdam,1,1,8.89,CSCL GLOBE,IMO6520225,LR,V146,940,COSU,MBL,EGLV875996939,YMLU300347477,GESU9190840,20GP,DRY,GP,FCL,CY/CY,Yusen Logistics,4116.01
Import (NL buyer),RAI Energy B.V.,27111219,271112,8,"Petroleum gases and other gaseous hydrocarbons; liquefied, propane",MARKS7979,Hungary,Netherlands,Netherlands,9,2016,10,2016-10,2016-10-05,20161007,20161007,export,1,840907,13444.7,kg,KG,Premier Energy Wind 158 Kft.,[in full dataset],Budapest,,,,Y,RAI Energy B.V.,[in full dataset],Amsterdam,,www.rai.nl,[in full dataset],Y,Premier Energy Wind 158 Kft.,[in full dataset],,17766.2,17766.2,Budapest (inland),Rotterdam,Amsterdam,1,1,22.21,MADRID MAERSK,IMO6585644,LR,V309,903,HLCU,MBL,ONEY275818286,HLCU407250019,MSCU5545632,20GP,FLAT RACK,HC,LCL,CY/CFS,Bollore Logistics,12426.44
Import (NL buyer),Saint-Gobain Construction Products Nederland B.V.,73219000,732190,7,"Domestic appliances; non-electric, parts thereof, of iron or steel",MARKS8961,Oman,Netherlands,Netherlands,9,2021,3,2021-03,2021-03-27,20210305,20210305,import,1,30718.68,16243,kg,KG,TARGET LLC,[in full dataset],Muscat,,www.target-llc.com,[in full dataset],Y,Saint-Gobain Construction Products Nederland B.V.,[in full dataset],Etten-Leur,,www.isover.nl,[in full dataset],N,TARGET LLC,[in full dataset],,6101.3,6101.3,Main Container Port,Amsterdam,Etten-Leur,1,1,7.63,MAERSK MOLLER,IMO7789260,MH,V338,219,APLU,SWB,MAEU701908049,ONEY759438751,GESU8766893,40HC,DRY,GP,FCL,CY/CY,DSV,14462.62
Export (NL seller),Damen Shipyards Gorinchem B.V.,84331159,843311,7,"Mowers; lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal plane",MARKS6618,Netherlands,Nepal,Nepal,7,2022,6,2022-06,2022-06-04,20220618,20220618,export,1,121272.35,13302.31,kg,KG,Damen Shipyards Gorinchem B.V.,[in full dataset],Gorinchem,,www.damen.com,[in full dataset],Y,AGRICULTURAL DEVELOPMENT BANK,[in full dataset],Kathmandu,,www.adbl.gov.np,[in full dataset],Y,Damen Shipyards Gorinchem B.V.,[in full dataset],,16516.8,16516.8,Amsterdam,Main Container Port,Kathmandu,1,1,20.65,CSCL GLOBE,IMO3524485,MH,V381,285,HLCU,HBL,MAEU132278954,ONEY895394846,FCIU8888833,40HC,REEFER,RF,LCL,CY/CY,Bollore Logistics,12003.89
Import (NL buyer),WEX Europe Services B.V.,27022000,270220,6,"Lignite; agglomerated, excluding jet",MARKS2555,Hungary,Netherlands,Netherlands,8,2016,10,2016-10,2016-10-13,20161024,20161024,import,1,582225.72,21087.61,kg,KG,Premier Energy Wind 158 Kft.,[in full dataset],Budapest,,,,Y,WEX Europe Services B.V.,[in full dataset],Breda,,,,Y,Premier Energy Wind 158 Kft.,[in full dataset],,23862.5,23862.5,Koper (via SI),Rotterdam,Breda,1,1,29.83,EVER ACME,IMO6628804,LR,V597,55,HLCU,MBL,ONEY411400351,MSCU331089792,BMOU9690863,20GP,OPEN TOP,HC,LCL,CY/CY,Expeditors,18927.63
Export (NL seller),BB Assets B.V.,87084091,870840,8,Vehicle parts; gear boxes and parts thereof,MARKS8523,Netherlands,Bosnia-Herzegovina,Bosnia-Herzegovina,9,2024,1,2024-01,2024-01-12,20240128,20240128,export,1,1502256.68,1422.83,kg,KG,BB Assets B.V.,[in full dataset],Giessen,,www.graaf-fi.nl,[in full dataset],Y,"""AC QUATTRO"" d.o.o. Sarajevo",[in full dataset],Sarajevo,,www.acquattro.ba,[in full dataset],Y,BB Assets B.V.,[in full dataset],,5255.3,5255.3,Amsterdam,Main Container Port,Sarajevo,1,1,6.57,MAERSK MOLLER,IMO5863568,MH,V273,500,OOLU,HBL,MSCU777048698,EGLV565683098,TCLU2093850,45HC,DRY,GP,FCL,CFS/CFS,Expeditors,1311.49
Import (NL buyer),Reesink Construction Holding B.V.,73181290,731812,5,Iron or steel; threaded wood screws other than coach screws,MARKS8857,Cameroon,Netherlands,Netherlands,9,2021,3,2021-03,2021-03-04,20210326,20210326,import,1,27502.36,24526.56,kg,KG,CONSTRUCTION & GENIE CIVIL,[in full dataset],Yaounde,,,,Y,Reesink Construction Holding B.V.,[in full dataset],De Meern,,www.debruycker-kemp.be,[in full dataset],Y,CONSTRUCTION & GENIE CIVIL,[in full dataset],,3091.9,3091.9,Main Container Port,Amsterdam,De Meern,1,1,3.86,MOL TRIUMPH,IMO8653092,SG,V521,850,OOLU,MBL,CMDU184125272,COSU394639947,MSCU2569174,40GP,FLAT RACK,RF,LCL,CY/CY,Expeditors,21372.43
Export (NL seller),Louwman KM B.V.,87013000,870130,8,Tractors; track-laying,MARKS9702,Netherlands,Haiti,Haiti,7,2020,3,2020-03,2020-03-24,20200312,20200312,export,1,1305.48,1473.41,kg,KG,Louwman KM B.V.,[in full dataset],'s-Gravenhage,,www.louwman.nl,[in full dataset],Y,Auto Et Mecanique S.A. (Automeca),[in full dataset],Port-au-Prince,,www.automecaonline.com,[in full dataset],Y,Louwman KM B.V.,[in full dataset],,15567,15567,Amsterdam,Main Container Port,Port-au-Prince,1,1,19.46,MAERSK MOLLER,IMO4780040,SG,V251,952,HLCU,MBL,EGLV584925961,MSCU860272371,CAIU3902218,40GP,FLAT RACK,HC,LCL,CY/CFS,Bollore Logistics,1305.48
Export (NL seller),H. van Poelgeest Noordwijk B.V.,87029090,870290,6,"Vehicles; public transport type (carries 10 or more persons, including driver), n.e.c. in heading 8702, new or used",MARKS8249,Netherlands,Paraguay,Paraguay,6,2024,1,2024-01,2024-01-24,20240109,20240109,export,1,1924040.09,6386.93,kg,KG,H. van Poelgeest Noordwijk B.V.,[in full dataset],Noordwijk ZH,,www.van-poelgeest.nl,[in full dataset],Y,RG AUTOMOVILES SRL,[in full dataset],LAMBARE,,,,Y,H. van Poelgeest Noordwijk B.V.,[in full dataset],,13400,13400,Rotterdam,Main Container Port,LAMBARE,1,1,16.75,MSC GULSUN,IMO9619287,LR,V670,602,APLU,MBL,MAEU408801463,YMLU379612015,MSCU7121998,40GP,TANK,GP,FCL,CY/CFS,DSV,5728.03
Import (NL buyer),Goodyear (Nederland) B.V.,88052100,880521,7,Ground flying trainers and parts thereof; air combat simulators and parts thereof,MARKS2838,Estonia,Netherlands,Netherlands,9,2018,11,2018-11,2018-11-16,20181127,20181127,import,1,1240.12,1324.95,kg,KG,Spacecraft Anatomy OU,[in full dataset],Tallinn,,,,Y,Goodyear (Nederland) B.V.,[in full dataset],Tilburg,,www.goodyearaviation.com,[in full dataset],N,Spacecraft Anatomy OU,[in full dataset],,13567.9,13567.9,Main Container Port,Amsterdam,Tilburg,1,1,16.96,CSCL GLOBE,IMO4018032,LR,V651,624,EGLV,HBL,HLCU844317175,MSCU195607945,MSCU5349011,20GP,DRY,GP,FCL,CY/CY,Bollore Logistics,1240.12
Import (NL buyer),Van Mossel Autolease ZuidWest B.V.,84593900,845939,6,"Machine-tools; for boring-milling by removing metal, other than numerically controlled",MARKS3052,Armenia,Netherlands,Netherlands,8,2018,12,2018-12,2018-12-02,20181215,20181215,import,1,7810.71,8780.77,kg,KG,Synergy International Systems branch in Armenia,[in full dataset],Yerevan,,,,N,Van Mossel Autolease ZuidWest B.V.,[in full dataset],Goes,,www.vanmossel.nl,[in full dataset],N,Synergy International Systems branch in Armenia,[in full dataset],,24263.8,24263.8,Main Container Port,Rotterdam,Goes,1,1,30.33,CSCL GLOBE,IMO4466787,PA,V109,532,APLU,HBL,MSCU630443778,YMLU673836804,TGHU3951959,40GP,DRY,GP,LCL,CY/CFS,Kuehne + Nagel,7810.71
Import (NL buyer),BG,90308900,903089,9,"Instruments and apparatus; n.e.c. in heading no. 9030, without a recording device",MARKS6790,Hungary,Netherlands,Netherlands,7,2019,12,2019-12,2019-12-19,20191212,20191212,import,1,6230472.35,21289.83,kg,KG,Filtrona Filters Kft.,[in full dataset],Szigetszentmiklós,,www.essentra.com,[in full dataset],Y,BG,[in full dataset],Beltrum,,,,Y,Filtrona Filters Kft.,[in full dataset],,23805,23805,Koper (via SI),Amsterdam,Beltrum,1,1,29.76,COSCO UNIVERSE,IMO8649257,LR,V418,648,YMLU,HBL,EGLV917581463,MAEU287170990,GESU1390136,20GP,REEFER,GP,FCL,CFS/CFS,CEVA Logistics,19535.4
Export (NL seller),Muziek Meibergen Deventer B.V.,90278930,902789,5,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, exposure meters",MARKS4793,Netherlands,Spain,Spain,7,2019,12,2019-12,2019-12-21,20191215,20191215,import,1,63946152.43,306.25,kg,KG,Muziek Meibergen Deventer B.V.,[in full dataset],Amsterdam,,www.meibergen.com,[in full dataset],N,B BRAUN MEDICAL SA,[in full dataset],RUBI,,www.bbraun.es,[in full dataset],N,Muziek Meibergen Deventer B.V.,[in full dataset],,21577.2,21577.2,Amsterdam,Bilbao,RUBI,1,1,26.97,MSC OSCAR,IMO3480960,SG,V565,802,OOLU,SWB,CMDU146272000,CMDU699354847,FCIU6251713,40HC,TANK,GP,FCL,CFS/CFS,CEVA Logistics,284.5
Import (NL buyer),De Hoop Pekso Productie B.V.,73102119,731021,5,"Cans; which are to be closed by soldering or crimping, for any material (excluding compressed or liquefied gas), less than 50l capacity, of iron or steel",MARKS7669,Egypt,Netherlands,Netherlands,8,2021,3,2021-03,2021-03-13,20210328,20210328,export,1,143252.01,5404.13,kg,KG,PETROJET PORT SAID PIPE COATING FACTORY,[in full dataset],Port Said,,,,Y,De Hoop Pekso Productie B.V.,[in full dataset],Terneuzen,,www.dehoop.nl,[in full dataset],Y,PETROJET PORT SAID PIPE COATING FACTORY,[in full dataset],,3642.1,3642.1,Sokhna,Amsterdam,Terneuzen,1,1,4.55,HMM ALGECIRAS,IMO9983258,MH,V371,781,APLU,MBL,MAEU462997715,EGLV887714959,BMOU5881339,45HC,REEFER,RF,LCL,CY/CFS,Sinotrans,4800.12
Export (NL seller),Impala Studios B.V.,90261081,902610,9,Instruments and apparatus; for measuring or checking the flow or level of liquids,MARKS6484,Netherlands,Luxembourg,Luxembourg,6,2019,12,2019-12,2019-12-09,20191214,20191214,export,1,4725733.45,6187.33,kg,KG,Impala Studios B.V.,[in full dataset],Haarlem,,www.impalastudios.com,[in full dataset],Y,Amazon Business EU SARL,[in full dataset],Luxembourg,,www.amazon.com,[in full dataset],Y,Impala Studios B.V.,[in full dataset],,11050,11050,Amsterdam,Main Container Port,Luxembourg,1,1,13.81,HYUNDAI LOYALTY,IMO6703686,LR,V334,392,OOLU,MBL,YMLU997121620,MSCU251618833,CAIU2820761,40GP,DRY,HC,LCL,CY/CY,Nippon Express,5770.36
Import (NL buyer),Roele De Vries B.V.,84602200,846022,7,"Machine-tools; grinding machines (excluding flat-surface), centreless, numerically controlled",MARKS2310,Tunisia,Netherlands,Netherlands,5,2018,12,2018-12,2018-12-04,20181221,20181221,import,1,34016.02,38848.5,kg,KG,DRAXON MACHINERY INTERNATIONAL,[in full dataset],Mhamedia-Fouchana,,,,N,Roele De Vries B.V.,[in full dataset],Wognum,,www.roeledevries.nl,[in full dataset],Y,DRAXON MACHINERY INTERNATIONAL,[in full dataset],,2280.6,2280.6,Main Container Port,Amsterdam,Wognum,1,1,2.85,MADRID MAERSK,IMO9950095,LR,V806,591,MAEU,HBL,COSU581362102,MSCU505800816,TGHU3732416,40GP,TANK,GP,FCL,CFS/CFS,Nippon Express,34016.02
Import (NL buyer),Sonatrach Petroleum Investment Corporation B.V.,27030000,270300,7,"Peat; (including peat litter), whether or not agglomerated",MARKS4741,Iceland,Netherlands,Netherlands,9,2016,10,2016-10,2016-10-06,20161021,20161021,import,1,263255.67,17081.03,kg,KG,PCC BakkiSilicon hf.,[in full dataset],Husavik,,www.pcc.is,[in full dataset],Y,Sonatrach Petroleum Investment Corporation B.V.,[in full dataset],Amsterdam,,www.sonatrach.es,[in full dataset],Y,PCC BakkiSilicon hf.,[in full dataset],,21021.5,21021.5,Main Container Port,Rotterdam,Amsterdam,1,1,26.28,MOL TRIUMPH,IMO2941502,PA,V957,957,APLU,HBL,EGLV916695636,ONEY730492444,CAIU6702553,20GP,OPEN TOP,GP,FCL,CFS/CFS,Kuehne + Nagel,15888.59
Import (NL buyer),Angiocare B.V.,90181910,901819,5,"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1",MARKS4670,Israel,Netherlands,Netherlands,8,2019,12,2019-12,2019-12-05,20191222,20191222,import,1,13401112.56,54077.2,kg,KG,Shaare Zedek Medical Center,[in full dataset],JERUSALEM,,www.szmc.org.il,[in full dataset],Y,Angiocare B.V.,[in full dataset],Amersfoort,,www.angiocare.nl,[in full dataset],Y,Shaare Zedek Medical Center,[in full dataset],,8019.2,8019.2,Haifa,Rotterdam,Amersfoort,1,1,10.02,BARZAN,IMO3557151,SG,V803,823,YMLU,SWB,CMDU214190298,ONEY899893384,TGHU1929815,40HC,OPEN TOP,GP,FCL,CFS/CFS,Sinotrans,47161.14
Import (NL buyer),WTS Energy Netherlands B.V.,27072000,270720,7,Oils and products of the distillation of high temperature coal tar; toluol (toluene),MARKS1982,Gabon,Netherlands,Netherlands,7,2025,10,2025-10,2025-10-26,20251014,20251014,import,1,1531172.33,28954.32,kg,KG,GM ENERGY,[in full dataset],Port-Gentil,,,,N,WTS Energy Netherlands B.V.,[in full dataset],'s-Gravenhage,,www.wtsenergy.com,[in full dataset],N,GM ENERGY,[in full dataset],,12927.7,12927.7,Main Container Port,Amsterdam,'s-Gravenhage,1,1,16.16,HYUNDAI LOYALTY,IMO5010831,LR,V266,304,HMMU,MBL,HLCU191924399,MSCU767718008,TGHU6277564,40GP,REEFER,GP,FCL,CFS/CFS,Bollore Logistics,25451.42
Import (NL buyer),Hand(Ig)Werk,90273000,902730,7,"Spectrometers, spectrophotometers and spectrographs; using optical radiations (UV, visible, IR)",MARKS8636,Hong Kong,Netherlands,Netherlands,5,2019,12,2019-12,2019-12-27,20191212,20191212,import,1,21496707.44,93162.67,kg,KG,"Hisense Home Appliances Group Co., Ltd.",[in full dataset],Sai Ying Pun,,hxjd.hisense.cn,[in full dataset],N,Hand(Ig)Werk,[in full dataset],Uithoorn,,,,Y,"Hisense Home Appliances Group Co., Ltd.",[in full dataset],,10942.7,10942.7,Hong Kong (Kwai Tsing),Amsterdam,Uithoorn,1,1,13.68,BARZAN,IMO9511635,LR,V351,78,OOLU,HBL,MAEU524232911,CMDU712187481,TGHU8602836,40GP,TANK,HC,FCL,CY/CY,Yusen Logistics,87233.03
Export (NL seller),VDL Enabling Technologies Group Eindhoven B.V.,84072191,840721,8,"Engines; outboard motors for marine propulsion, spark-ignition reciprocating or rotary internal combustion piston engines",MARKS1852,Netherlands,Haiti,Haiti,8,2018,12,2018-12,2018-12-09,20181216,20181216,export,1,104847.44,80052.91,kg,KG,VDL Enabling Technologies Group Eindhoven B.V.,[in full dataset],Eindhoven,,www.vdletg.com,[in full dataset],Y,Vidro Trading SA,[in full dataset],Port-au-Prince,,www.vidrotrading.com,[in full dataset],Y,VDL Enabling Technologies Group Eindhoven B.V.,[in full dataset],,12183.1,12183.1,Rotterdam,Main Container Port,Port-au-Prince,1,1,15.23,OOCL HONG KONG,IMO4889137,PA,V284,48,HMMU,SWB,CMDU280143141,COSU589390950,MSCU1613830,45HC,OPEN TOP,GP,FCL,CFS/CFS,Sinotrans,75353.31
Import (NL buyer),Statement Marine B.V.,90261029,902610,6,Instruments and apparatus; for measuring or checking the flow or level of liquids,MARKS7934,Philippines,Netherlands,Netherlands,7,2022,6,2022-06,2022-06-12,20220628,20220628,export,1,4359259,23072.11,kg,KG,EL BASIKLETA TRADING CORP.,[in full dataset],Quezon City,,,,N,Statement Marine B.V.,[in full dataset],Schagen,,www.statementmarine.nl,[in full dataset],Y,EL BASIKLETA TRADING CORP.,[in full dataset],,21844.8,21844.8,Subic Bay,Rotterdam,Schagen,1,1,27.31,CSCL GLOBE,IMO2962777,LR,V261,161,ZIMU,MBL,YMLU865286560,EGLV250673697,TGHU6903032,40HC,OPEN TOP,HC,LCL,CY/CFS,DB Schenker,21820.74
Import (NL buyer),Fisherman's Choice B.V.,03045400,030454,9,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, swordfish (Xiphias gladius)",MARKS4387,Finland,Netherlands,Netherlands,7,2017,7,2017-07,2017-07-19,20170719,20170719,import,1,4934.83,5435.79,kg,KG,SGN Group Oy,[in full dataset],VANTAA,,www.sgn.fi,[in full dataset],Y,Fisherman's Choice B.V.,[in full dataset],'s-Gravenhage,,www.superchoice.nl,[in full dataset],Y,SGN Group Oy,[in full dataset],,11201.3,11201.3,Main Container Port,Amsterdam,'s-Gravenhage,1,1,14,MSC OSCAR,IMO2106722,LR,V949,924,ONEY,SWB,COSU382906744,ONEY604301167,MSCU8624518,40HC,OPEN TOP,GP,FCL,CFS/CFS,DHL Global Forwarding,4934.83
Import (NL buyer),Nedal Aluminium B.V.,76149000,761490,8,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",MARKS1018,Senegal,Netherlands,Netherlands,8,2022,8,2022-08,2022-08-23,20220821,20220821,import,1,6368.76,6707.95,kg,KG,Industrie Senegalaise D'Aluminium Et De Verre,[in full dataset],Dakar,,,,Y,Nedal Aluminium B.V.,[in full dataset],Utrecht,,www.nedal.com,[in full dataset],Y,Industrie Senegalaise D'Aluminium Et De Verre,[in full dataset],,522.6,522.6,Main Container Port,Rotterdam,Utrecht,1,1,0.65,MOL TRIUMPH,IMO7354608,PA,V878,218,CMDU,SWB,COSU498258513,MAEU422798790,GESU3101519,40HC,OPEN TOP,RF,FCL,CY/CFS,DHL Global Forwarding,6368.76
Import (NL buyer),VDL Bus & Coach B.V.,87021011,870210,5,"Vehicles; public transport type (carries 10 or more persons, including driver), with only compression-ignition internal combustion piston engine (diesel or semi-diesel), new or used",MARKS2058,Malta,Netherlands,Netherlands,9,2024,1,2024-01,2024-01-22,20240108,20240108,import,1,131201.88,20655.33,kg,KG,MIZZI MOTORS LIMITED,[in full dataset],Gzira,,www.mizzimotors.com,[in full dataset],Y,VDL Bus & Coach B.V.,[in full dataset],Valkenswaard,,www.vdlbuscoach.com,[in full dataset],Y,MIZZI MOTORS LIMITED,[in full dataset],,14176.4,14176.4,Main Container Port,Amsterdam,Valkenswaard,1,1,17.72,CSCL GLOBE,IMO9549929,LR,V649,386,COSU,SWB,EGLV973614907,ONEY777951744,GESU3784346,40HC,FLAT RACK,RF,FCL,CFS/CFS,Yusen Logistics,18763.58
Export (NL seller),Marine Olie Tank Terminal (M.O.T.T.) B.V.,27111297,271112,7,"Petroleum gases and other gaseous hydrocarbons; liquefied, propane",MARKS4711,Netherlands,Kazakhstan,Kazakhstan,8,2016,10,2016-10,2016-10-05,20161009,20161009,export,1,241257.7,2447.39,kg,KG,Marine Olie Tank Terminal (M.O.T.T.) B.V.,[in full dataset],Wormer,,,,Y,"BOGATYR KOMIR, TOO",[in full dataset],Ekibastuz,,www.bogatyr.kz,[in full dataset],Y,Marine Olie Tank Terminal (M.O.T.T.) B.V.,[in full dataset],,3278.6,3278.6,Amsterdam,Main Container Port,Ekibastuz,1,1,4.1,CSCL GLOBE,IMO7789903,MH,V418,245,ONEY,SWB,COSU739706363,YMLU739901835,TCLU1333420,40GP,DRY,HC,FCL,CY/CY,DSV,2147.79
Import (NL buyer),Merrem Filtration Technology B.V.,73062900,730629,8,"Iron or steel (excluding cast iron); casing and tubing of a kind used in drilling for oil and gas (other than stainless steel or seamless), n.e.c. in chapter 73",MARKS3440,Mexico,Netherlands,Netherlands,7,2021,3,2021-03,2021-03-24,20210315,20210315,import,1,95266.47,10038.09,kg,KG,"Obras Mineras y Tiros del Centro, S.A. de C.V.",[in full dataset],San Francisco de los Romo,,,,Y,Merrem Filtration Technology B.V.,[in full dataset],Zaltbommel,,www.merrem.nl,[in full dataset],Y,"Obras Mineras y Tiros del Centro, S.A. de C.V.",[in full dataset],,17687.5,17687.5,Veracruz,Amsterdam,Zaltbommel,1,1,22.11,APL MEXICO CITY,IMO7985801,LR,V517,664,COSU,HBL,MAEU957980024,COSU397709822,TCLU4035717,40HC,REEFER,HC,FCL,CY/CY,Sinotrans,8890.3
Import (NL buyer),VP Group B.V.,30061030,300610,7,"Pharmaceutical goods; sterile surgical catgut, suture materials, tissue adhesives, laminaria, laminaria tents, absorbable surgical or dental haemostatics, and surgical or dental adhesion barriers",MARKS1616,Brazil,Netherlands,Netherlands,9,2015,6,2015-06,2015-06-19,20150609,20150609,export,1,1609859,8274.41,kg,KG,SANTA MARTA DISTRIBUIDORA DE DROGAS LTDA EM RECUPERACAO JUDICIAL,[in full dataset],GOIANIA,,,,Y,VP Group B.V.,[in full dataset],Venlo,,www.indicator-systems.nl,[in full dataset],Y,SANTA MARTA DISTRIBUIDORA DE DROGAS LTDA EM RECUPERACAO JUDICIAL,[in full dataset],,24297.5,24297.5,Itajai,Amsterdam,Venlo,1,1,30.37,CMA CGM JULES VERNE,IMO6636000,MH,V474,59,CMDU,MBL,EGLV744503709,MSCU639269379,TCLU4704261,40GP,DRY,GP,LCL,CY/CFS,Nippon Express,7817.13
Import (NL buyer),KlokGroep Materieel B.V.,84335200,843352,9,Threshing machinery; other than combine harvester-threshers,MARKS2602,Jordan,Netherlands,Netherlands,6,2018,12,2018-12,2018-12-04,20181221,20181221,import,1,28532.25,31483.45,kg,KG,SAIF AL-JORDAN FOR AGRICULTURAL MATERIALS TRADING,[in full dataset],Az Zarqa,,,,N,KlokGroep Materieel B.V.,[in full dataset],Bergambacht,,www.klokgroep.nl,[in full dataset],Y,SAIF AL-JORDAN FOR AGRICULTURAL MATERIALS TRADING,[in full dataset],,15074.8,15074.8,Main Container Port,Amsterdam,Bergambacht,1,1,18.84,COSCO UNIVERSE,IMO7494728,SG,V839,595,MAEU,SWB,HLCU543920847,ONEY510707533,TGHU2160573,45HC,REEFER,GP,LCL,CY/CY,Expeditors,28532.25
Import (NL buyer),Mi Casa,90029000,900290,8,"Optical elements; n.e.c. in heading no. 9002 (e.g. prisms and mirrors), mounted, being parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",MARKS1567,Italy,Netherlands,Netherlands,7,2022,6,2022-06,2022-06-04,20220604,20220604,export,1,42237452.71,49520.4,kg,KG,CISALFA SPORT SPA,[in full dataset],CURNO,,www.cisalfasport.it,[in full dataset],Y,Mi Casa,[in full dataset],'s-Hertogenbosch,,,,Y,CISALFA SPORT SPA,[in full dataset],,7332,7332,Trieste,Amsterdam,'s-Hertogenbosch,1,1,9.16,EVER ACME,IMO1305393,MH,V890,305,CMDU,SWB,ONEY242564705,MSCU726928358,CAIU4070600,40HC,REEFER,HC,LCL,CY/CY,Kuehne + Nagel,43607.66
Import (NL buyer),Melleson Optics B.V.,90278910,902789,9,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, exposure meters",MARKS3284,Vietnam,Netherlands,Netherlands,5,2019,12,2019-12,2019-12-05,20191201,20191201,import,1,21282711.29,5638.29,kg,KG,HOA PHAT HA NAM HOME APPLIANCES JOINT STOCK COMPANY,[in full dataset],"Duy Tien Township,",,dienmay.hoaphat.com.vn,[in full dataset],Y,Melleson Optics B.V.,[in full dataset],Breda,,www.melleson.nl,[in full dataset],Y,HOA PHAT HA NAM HOME APPLIANCES JOINT STOCK COMPANY,[in full dataset],,14205.3,14205.3,Da Nang,Amsterdam,Breda,1,1,17.76,MAERSK MOLLER,IMO7657617,SG,V863,385,OOLU,MBL,CMDU888836084,EGLV802594615,BMOU5996129,40HC,REEFER,GP,FCL,CY/CFS,DSV,5082.21
Import (NL buyer),Foppen Eel & Salmon B.V.,03021300,030213,6,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9",MARKS9648,Slovenia,Netherlands,Netherlands,9,2017,6,2017-06,2017-06-08,20170628,20170628,import,1,6136.65,6590.29,kg,KG,GG Bled d.o.o.,[in full dataset],Bled,,www.ggbled.si,[in full dataset],Y,Foppen Eel & Salmon B.V.,[in full dataset],Harderwijk,,www.foppenseafood.com,[in full dataset],Y,GG Bled d.o.o.,[in full dataset],,3016.8,3016.8,Main Container Port,Rotterdam,Harderwijk,1,1,3.77,YM WARRANTY,IMO6155354,LR,V727,75,CMDU,MBL,HLCU723369850,HLCU687620907,GESU8515047,40HC,TANK,HC,FCL,CY/CFS,DHL Global Forwarding,6136.65
Export (NL seller),Cargill Holdings B.V.,87099000,870990,6,Vehicles; parts of the vehicles of heading no. 8709,MARKS1462,Netherlands,Malta,Malta,5,2024,1,2024-01,2024-01-07,20240109,20240109,export,1,1270366.59,80924.33,kg,KG,Cargill Holdings B.V.,[in full dataset],Luchthaven Schiphol,,,,Y,Continental Cars Limited,[in full dataset],Ta'Xbiex,,www.mizzimotors.com,[in full dataset],Y,Cargill Holdings B.V.,[in full dataset],,16331,16331,Rotterdam,Main Container Port,Ta'Xbiex,1,1,20.41,BARZAN,IMO7793645,LR,V361,732,COSU,SWB,COSU866172643,CMDU298082586,FCIU1174206,40HC,DRY,RF,FCL,CY/CY,Yusen Logistics,71789.7
Import (NL buyer),Nayak Aircraft Service Holding B.V.,88040000,880400,6,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,MARKS9748,Nigeria,Netherlands,Netherlands,9,2018,11,2018-11,2018-11-15,20181101,20181101,import,1,2331.34,2547.47,kg,KG,SG HOLDINGS LIMITED,[in full dataset],Lekki,,www.sgholdingslimited.com,[in full dataset],Y,Nayak Aircraft Service Holding B.V.,[in full dataset],Lijnden,,www.nayak.aero,[in full dataset],N,SG HOLDINGS LIMITED,[in full dataset],,16700.3,16700.3,Main Container Port,Amsterdam,Lijnden,1,1,20.88,BARZAN,IMO6656510,MH,V397,187,HLCU,MBL,MAEU989005770,COSU674795377,GESU7281216,40HC,OPEN TOP,RF,LCL,CFS/CFS,Yusen Logistics,2331.34
