nigeria_cet10,declaration_no,declaration_date,clearance_date,flow,customs_regime,entry_type,hs_code,product_description,country_of_origin,country_of_export,country_of_destination,exporter_name,exporter_tax_id,exporter_address,exporter_city,exporter_country,exporter_contact,importer_name,importer_tax_id,importer_address,importer_city,importer_country,importer_contact,mode_of_transport,customs_house,port_of_clearance,year,month,period,quantity,unit_of_measure,net_weight_kg,gross_weight_kg,customs_value_usd,cif_value_usd,fob_value_usd,freight_usd,insurance_usd,unit_price_usd,currency,exchange_rate,incoterms,duty_rate_pct,duty_amount_usd,vat_tax_usd,total_tax_usd,customs_broker,declarant_ref,package_count,package_type,marks_numbers,lane_value_usd,nigeria_role
1515290000,CD201607000000021088,2016-07-02,2016-07-05,import,42,Warehouse,151529,"Vegetable oils; maize (corn) oil and its fractions, other than crude, whether or not refined, but not chemically modified",Nigeria,Nigeria,United States,UDY & SON SOYA BEAN FLOUR ENTERPRISE,[in full dataset],[in full dataset],Ini,Nigeria,,"The International Group, Inc.",[in full dataset],[in full dataset],Titusville,United States,[in full dataset],SEA,"Norfolk, VA","Miami, FL",2016,7,2016-07,8008.2,KG,8008.2,8260.7,68881.43,68881.43,64162.58,4649.39,69.46,8.01,USD,1,CIF,4.7,3237.43,8654.26,11891.69,DB Schenker Customs,REF7752194,190,BULK,PKG29302,130627,Nigeria exporter (export)
4012120000,CD201808000000315883,2018-08-16,2018-08-24,import,70,Temporary,401212,Retreaded tyres; of a kind used on motor buses or lorries,Nigeria,Nigeria,Poland,INDORAMA ELEME PETROCHEMICALS LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],VOLKSWAGEN GROUP POLSKA SP Z O O,[in full dataset],[in full dataset],Poznań,Poland,[in full dataset],SEA,Gdansk,Gdansk,2018,8,2018-08,3759.2,KG,3759.2,4151,33280.81,33280.81,30360.46,2696.39,223.96,8.08,USD,1,DAP,9.6,3194.96,0,3194.96,CEVA Customs,REF8050339,474,BALES,PKG18717,886701,Nigeria exporter (export)
2618000000,CD202604000000000350,2026-04-07,2026-04-10,import,40,Warehouse,261800,"Slag, granulated (slag sand); from the manufacture or iron or steel",Nigeria,Nigeria,Brazil,PANALPINA WORLD TRANSPORT (NIGERIA) LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],LOJAS RENNER S.A.,[in full dataset],[in full dataset],PORTO ALEGRE,Brazil,[in full dataset],SEA,Rio Grande,Rio Grande,2026,4,2026-04,704.8,KG,704.8,748.3,18912.97,18912.97,17452.82,1326.21,133.94,24.76,JPY,97.7062,CFR,3.4,643.04,1955.6,2598.64,DSV Customs,REF1106954,191,BALES,PKG15684,486714,Nigeria exporter (export)
2939300000,CD202304000000161718,2023-04-26,2023-04-01,export,61,Transit,293930,Alkaloids; caffeine and its salts,China,China,Nigeria,"Qilu Antibiotics Pharmaceutical Co., Ltd.",[in full dataset],[in full dataset],Jinan,China,[in full dataset],ESTER'S BETHEL ENTERPRISE,[in full dataset],[in full dataset],Olomore,Nigeria,,SEA,Main Container Port,Main Container Port,2023,4,2023-04,15887.4,KG,15887.4,17262.2,524798.4,524798.4,476284.23,46332.15,2182.02,29.98,USD,1,FOB,6.5,34111.9,100603.85,134715.75,DHL Customs Svc,REF8024338,189,ROLLS,PKG88059,18274065,Nigeria importer (import)
2711140000,CD202306000001210917,2023-06-01,2023-06-12,import,51,Temporary,271114,"Petroleum gases and other gaseous hydrocarbons; liquefied, ethylene, propylene, butylene and butadiene",Nigeria,Nigeria,Italy,BLUETAG SYNERGY PROJECTS LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],KUWAIT PETROLEUM ITALIA SPA,[in full dataset],[in full dataset],ROMA,Italy,[in full dataset],SEA,La Spezia,La Spezia,2023,6,2023-06,20377.4,KG,20377.4,20860.4,12126.28,12126.28,11253.89,849.14,23.25,0.55,JPY,84.6267,CFR,5.7,691.2,1922.62,2613.82,DB Schenker Customs,REF7071620,368,ROLLS,PKG48504,154840657.1,Nigeria exporter (export)
2710200000,CD201712000003008380,2017-12-07,2017-12-09,import,40,Re-export,271020,"Petroleum oils and oils from bituminous minerals, containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals",Nigeria,Nigeria,United States,NIGERIAN NATIONAL PETROLEUM COMPANY LIMITED,[in full dataset],[in full dataset],Abuja,Nigeria,[in full dataset],Valero Energy Corporation,[in full dataset],[in full dataset],San Antonio,United States,[in full dataset],SEA,"Houston, TX","Charleston, SC",2017,12,2017-12,4203.8,KG,4203.8,4626.9,21803.6,21803.6,20881.11,875.07,47.42,4.97,USD,1,EXW,5.3,1155.59,4132.65,5288.24,Flexport Customs,REF9693002,79,BAGS,PKG46271,551900749,Nigeria exporter (export)
0407110000,CD202601000000047509,2026-01-18,2026-01-01,export,61,Temporary,040711,"Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)",Belgium,Belgium,Nigeria,Kaasbrik,[in full dataset],[in full dataset],Halen,Belgium,[in full dataset],CADBURY NIGERIA PLC,[in full dataset],[in full dataset],Ikeja,Nigeria,[in full dataset],ROAD,Main Container Port,Main Container Port,2026,1,2026-01,1237.3,KG,1237.3,1353.8,892.9,892.9,809.99,77.28,5.63,0.65,USD,1,CFR,12.1,108.04,200.19,308.23,CEVA Customs,REF2154922,399,PALLETS,PKG98229,1321943.17,Nigeria importer (import)
2903199000,CD202201000000178580,2022-01-17,2022-01-27,export,51,Consumption,290319,Saturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.1,China,China,Nigeria,Yidu City Phenol Kui Trading Company (sole Proprietorship),[in full dataset],[in full dataset],Yidu,China,,BILE ACIDS NIGERIA LTD,[in full dataset],[in full dataset],Suleja,Nigeria,,RAIL,Main Container Port,Main Container Port,2022,1,2022-01,16897,KG,16897,19163.2,2393.54,2393.54,2221.89,159.99,11.66,0.13,JPY,35.3697,DDP,6.4,153.19,254.67,407.86,Livingston Intl,REF4206738,229,DRUMS,PKG53059,19120015,Nigeria importer (import)
2601120000,CD202502000000029988,2025-02-25,2025-02-07,import,51,Transit,260112,Iron ores and concentrates; agglomerated (excluding roasted iron pyrites),Nigeria,Nigeria,Hong Kong,MARCONI.NG EPC LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],HENDERSON LAND DEVELOPMENT COMPANY LIMITED,[in full dataset],[in full dataset],Central District,Hong Kong,[in full dataset],SEA,Hong Kong (Kwai Tsing),Hong Kong (Kwai Tsing),2025,2,2025-02,15165.8,KG,15165.8,16498.6,1107.97,1107.97,1047.46,53.67,6.84,0.07,EUR,26.0663,CPT,5.6,62.05,81.9,143.95,DSV Customs,REF2403660,153,CARTONS,PKG33703,1441546.72,Nigeria exporter (export)
9028200000,CD202007000000025279,2020-07-12,2020-07-15,export,42,Transit,902820,"Meters; liquid supply or production meters, including calibrating meters thereof",Germany,Germany,Nigeria,GEA Group Aktiengesellschaft,[in full dataset],[in full dataset],Düsseldorf,Germany,[in full dataset],Habideen Commercial Agency Ltd,[in full dataset],[in full dataset],Lagos,Nigeria,,RAIL,Main Container Port,Main Container Port,2020,7,2020-07,12254.2,KG,12254.2,13247.8,13996.89,13996.89,13592.16,331.46,73.27,1.11,GBP,119.3601,CFR,2.7,377.92,2587.47,2965.39,Expeditors Customs,REF8997634,1,ROLLS,PKG95441,2757077.12,Nigeria importer (import)
1512190000,CD201607000000361479,2016-07-01,2016-07-07,import,70,Transit,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",Nigeria,Nigeria,Germany,GLORIA MARGARINE COMPANY,[in full dataset],[in full dataset],Aba,Nigeria,,Autohaus Rape GmbH,[in full dataset],[in full dataset],Vechta,Germany,[in full dataset],AIR,Wilhelmshaven,Hamburg,2016,7,2016-07,4726.1,KG,4726.1,4879.1,12008.25,12008.25,11341.78,654.4,12.07,2.4,EUR,67.9613,DAP,3.3,396.27,2480.9,2877.17,DSV Customs,REF5440574,165,PALLETS,PKG42984,2543876.47,Nigeria exporter (export)
2616100000,CD202109000000332566,2021-09-05,2021-09-09,import,42,Transit,261610,Silver ores and concentrates,Nigeria,Nigeria,China,DE WAYLE'S INTERNATIONAL LIMITED,[in full dataset],[in full dataset],Warri,Nigeria,[in full dataset],"Wushang Group Co.,Ltd.",[in full dataset],[in full dataset],Wuhan,China,[in full dataset],SEA,Ningbo-Zhoushan,Yingkou,2021,9,2021-09,17130.7,KG,17130.7,17976.4,1695.88,1695.88,1542.74,145.46,7.68,0.09,INR,44.466,EXW,6.5,110.23,216.73,326.96,AN Deringer,REF5892240,158,BULK,PKG81390,20610188,Nigeria exporter (export)
2606000000,CD202502000000036054,2025-02-17,2025-02-01,import,10,Transit,260600,Aluminium ores and concentrates,Nigeria,Nigeria,Malaysia,PANALPINA WORLD TRANSPORT (NIGERIA) LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],7-ELEVEN MALAYSIA HOLDINGS BERHAD,[in full dataset],[in full dataset],Kuala Lumpur,Malaysia,[in full dataset],SEA,Penang,Tanjung Pelepas,2025,2,2025-02,24646.6,KG,24646.6,27782.1,2425.49,2425.49,2357.82,63.49,4.18,0.1,USD,1,DAP,3.9,94.59,453.61,548.2,DSV Customs,REF9028183,172,BALES,PKG79032,1764612.02,Nigeria exporter (export)
8406100000,CD201606000000549377,2016-06-25,2016-06-05,export,42,Transit,840610,"Turbines; steam and other vapour turbines, for marine propulsion",United States,United States,Nigeria,Apple Inc.,[in full dataset],[in full dataset],Cupertino,United States,[in full dataset],EDO STATE CO-OPERATIVE FARMERS AGENCY LIMITED,[in full dataset],[in full dataset],Benin City,Nigeria,,AIR,Main Container Port,Main Container Port,2016,6,2016-06,11489.7,KG,11489.7,12867.8,41074.32,41074.32,37206.38,3692.01,175.93,3.24,USD,1,CFR,3,1232.23,8461.31,9693.54,AN Deringer,REF5930831,294,CASES,PKG12066,38931544,Nigeria importer (import)
2701110000,CD202306000001212737,2023-06-27,2023-06-04,import,10,Transit,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",Nigeria,Nigeria,Italy,NNPC E AND P LIMITED,[in full dataset],[in full dataset],Benin City,Nigeria,[in full dataset],OMV SUPPLY & TRADING ITALIA SRL,[in full dataset],[in full dataset],TRIESTE,Italy,,ROAD,Gioia Tauro,Trieste,2023,6,2023-06,14015.2,KG,14015.2,15102.5,8552.35,8552.35,7998.34,528.25,25.76,0.57,INR,109.9504,DAP,6.3,538.8,909.12,1447.92,DB Schenker Customs,REF5712686,28,CASES,PKG47201,154840657.1,Nigeria exporter (export)
4008119000,CD202009000000232219,2020-09-18,2020-09-21,import,51,Transit,400811,"Rubber; vulcanised (other than hard rubber), in plates, sheets and strip of cellular rubber",Nigeria,Nigeria,China,INDORAMA ELEME PETROCHEMICALS LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],"Hengli Petrochemical Co.,Ltd.",[in full dataset],[in full dataset],Dalian,China,[in full dataset],SEA,Guangzhou,Yingkou,2020,9,2020-09,2244.9,KG,2244.9,2385.1,90144.88,90144.88,84880.17,5070.52,194.19,37.81,GBP,49.436,FCA,13.9,12530.14,7187.25,19717.39,Flexport Customs,REF5147959,311,BALES,PKG53988,744408,Nigeria exporter (export)
8479900000,CD201606000000464279,2016-06-05,2016-06-18,export,61,Temporary,847990,"Machines and mechanical appliances; parts, of those having individual functions",Germany,Germany,Nigeria,AUDI Aktiengesellschaft,[in full dataset],[in full dataset],Ingolstadt,Germany,[in full dataset],MIDIS ENERGY SERVICES LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],AIR,Main Container Port,Main Container Port,2016,6,2016-06,3161,KG,3161,3373.2,39904.77,39904.77,37586.02,2111.93,206.82,11.89,GBP,6.1536,CPT,2.8,1117.33,2871.55,3988.88,DSV Customs,REF4803536,300,ROLLS,PKG38108,30722218.36,Nigeria importer (import)
2620210000,CD202109000000332404,2021-09-09,2021-09-19,import,61,Re-export,262021,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly lead; leaded gasoline sludges and leaded anti-knock compound sludges",Nigeria,Nigeria,China,PANALPINA WORLD TRANSPORT (NIGERIA) LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],"Guangzhou Changwei Trading Co., Ltd",[in full dataset],[in full dataset],Guangzhou,China,,SEA,Ningbo-Zhoushan,Guangzhou,2021,9,2021-09,18580.8,KG,18580.8,19579.5,2998.94,2998.94,2933.51,59.07,6.36,0.16,USD,1,FOB,3.9,116.96,218.11,335.07,Livingston Intl,REF2304277,441,PALLETS,PKG84772,20610188,Nigeria exporter (export)
2604000000,CD202109000000013276,2021-09-23,2021-09-26,import,10,Transit,260400,Nickel ores and concentrates,Nigeria,Nigeria,Thailand,FENOG NIGERIA LIMITED,[in full dataset],[in full dataset],Warri,Nigeria,[in full dataset],KING POWER CORPORATION COMPANY LIMITED,[in full dataset],[in full dataset],RATCHATHEWI,Thailand,[in full dataset],SEA,Laem Chabang,Bangkok,2021,9,2021-09,21426.6,KG,21426.6,24009.9,1525.63,1525.63,1431,92.83,1.8,0.07,INR,84.4789,CPT,6.7,102.22,0,102.22,DSV Customs,REF3035814,96,BALES,PKG7423,514626.27,Nigeria exporter (export)
8501400000,CD201705000001277993,2017-05-26,2017-05-07,export,51,Consumption,850140,"Electric motors; AC motors, single-phase",China,China,Nigeria,"Digital China Group Co.,Ltd.",[in full dataset],[in full dataset],Beijing,China,[in full dataset],MULTIDIGITAL NIGERIA LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],RAIL,Main Container Port,Main Container Port,2017,5,2017-05,22890.8,KG,22890.8,24793.4,7525.7,7525.7,7304.94,179.06,41.7,0.32,INR,72.3548,FCA,1.7,127.94,1148.05,1275.99,Expeditors Customs,REF2662603,71,BALES,PKG59915,130976781,Nigeria importer (import)
2621900000,CD202412000000869263,2024-12-13,2024-12-15,import,42,Consumption,262190,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) but excluding ash and residues from the incineration of municipal waste,Nigeria,Nigeria,China,TRANSPORT SERVICES LIMITED,[in full dataset],[in full dataset],Ikoyi,Nigeria,[in full dataset],"Ningbo Ocean Shipping Co., Ltd.",[in full dataset],[in full dataset],Ningbo,China,[in full dataset],AIR,Yingkou,Shenzhen,2024,12,2024-12,23838.9,KG,23838.9,25033.4,4160.78,4160.78,3845.41,291.65,23.72,0.16,GBP,12.9791,DAP,6.5,270.45,886.25,1156.7,DSV Customs,REF8824142,259,PALLETS,PKG48776,70218400,Nigeria exporter (export)
2903590000,CD202201000000178364,2022-01-05,2022-01-20,export,10,Re-export,290359,Unsaturated fluorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.5,China,China,Nigeria,"Qilu Antibiotics Pharmaceutical Co., Ltd.",[in full dataset],[in full dataset],Jinan,China,[in full dataset],ESTER'S BETHEL ENTERPRISE,[in full dataset],[in full dataset],Olomore,Nigeria,,SEA,Main Container Port,Main Container Port,2022,1,2022-01,3051,KG,3051,3353,104202.71,104202.71,96147.98,7825.31,229.42,31.51,USD,1,EXW,6,6252.16,16568.23,22820.39,DHL Customs Svc,REF1623743,75,DRUMS,PKG64460,19120015,Nigeria importer (import)
1302390000,CD201507000000017683,2015-07-21,2015-07-24,export,70,Temporary,130239,"Mucilages and thickeners; whether or not modified, derived from vegetable products, n.e.c. in item no. 1302.3",Germany,Germany,Nigeria,Adriatic Baltic Arabic GmbH,[in full dataset],[in full dataset],Regensburg,Germany,,NURUDDEEN COLLEGE FOR ARABIC & ISLAMIC STUDIES YAYAYI KWAMI LTD,[in full dataset],[in full dataset],Kwami,Nigeria,,SEA,Main Container Port,Main Container Port,2015,7,2015-07,5524.7,KG,5524.7,5790.7,1350.34,1350.34,1288.52,53.26,8.56,0.23,JPY,73.7733,CPT,4,54.01,0,54.01,DB Schenker Customs,REF8968305,391,ROLLS,PKG62262,508762.93,Nigeria importer (import)
1301200000,CD201509000000029979,2015-09-10,2015-09-21,export,10,Warehouse,130120,Gum Arabic,United Kingdom,United Kingdom,Nigeria,CHAUMET (LONDON) LIMITED,[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],ARABIC TEACHERS' COLLEGE KEFFI LTD,[in full dataset],[in full dataset],Keffi,Nigeria,,SEA,Main Container Port,Main Container Port,2015,9,2015-09,7164.2,KG,7164.2,7680.3,1799.78,1799.78,1695.32,100.25,4.21,0.24,CNY,3.8058,CFR,5.4,97.19,284.55,381.74,Expeditors Customs,REF9025192,47,ROLLS,PKG68516,1048994.52,Nigeria importer (import)
7314420000,CD202505000000066113,2025-05-17,2025-05-23,export,42,Re-export,731442,"Iron or steel wire; grill, netting and fencing, coated with plastic",United Kingdom,United Kingdom,Nigeria,CHINA CONSTRUCTION BANK CORPORATION LONDON BRANCH,[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],QUALCHEM GLOBAL CONCEPT LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],AIR,Main Container Port,Main Container Port,2025,5,2025-05,4253.8,KG,4253.8,4461.8,16071.3,16071.3,15668.7,333.96,68.64,3.68,USD,1,EXW,13.7,2201.77,2740.96,4942.73,DB Schenker Customs,REF8746831,489,CARTONS,PKG77453,2722468.02,Nigeria importer (import)
1522000000,CD201607000000361378,2016-07-06,2016-07-20,import,42,Transit,152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,Nigeria,Nigeria,Germany,UDY & SON SOYA BEAN FLOUR ENTERPRISE,[in full dataset],[in full dataset],Ini,Nigeria,,TAG Halle-Immobilien GmbH,[in full dataset],[in full dataset],Hamburg,Germany,[in full dataset],SEA,Wilhelmshaven,Wilhelmshaven,2016,7,2016-07,3515.9,KG,3515.9,3586.4,7267.09,7267.09,6962.46,264.84,39.79,1.98,CNY,122.7623,CIF,6.3,457.83,926.99,1384.82,Descartes,REF4356334,339,CRATES,PKG5087,2543876.47,Nigeria exporter (export)
2711290000,CD202306000000723674,2023-06-08,2023-06-17,import,40,Transit,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",Nigeria,Nigeria,Canada,NIGERIAN NATIONAL PETROLEUM COMPANY LIMITED,[in full dataset],[in full dataset],Abuja,Nigeria,[in full dataset],TC Energy Corporation,[in full dataset],[in full dataset],Calgary,Canada,[in full dataset],RAIL,"Prince Rupert, BC","Prince Rupert, BC",2023,6,2023-06,5311.3,KG,5311.3,6013.2,5743.91,5743.91,5205.61,503.57,34.73,0.98,JPY,32.6924,EXW,3,172.32,0,172.32,Livingston Intl,REF9774000,197,DRUMS,PKG48756,89165482.25,Nigeria exporter (export)
2917350000,CD202201000000178268,2022-01-11,2022-01-25,export,10,Re-export,291735,Acids; aromatic polycarboxylic acids; phthalic anhydride,China,China,Nigeria,"Qilu Antibiotics Pharmaceutical Co., Ltd.",[in full dataset],[in full dataset],Jinan,China,[in full dataset],ESTERS CATERING AND EVENT MANAGEMENT,[in full dataset],[in full dataset],Lagos,Nigeria,,AIR,Main Container Port,Main Container Port,2022,1,2022-01,3753,KG,3753,4122.9,48706.04,48706.04,44963.23,3621.35,121.46,11.98,USD,1,FCA,5.3,2581.42,5128.75,7710.17,DB Schenker Customs,REF1698602,8,CARTONS,PKG56043,19120015,Nigeria importer (import)
6805300000,CD201807000000616401,2018-07-20,2018-07-23,export,40,Transit,680530,"Abrasive powder or grain; natural or artificial, on a base of materials n.e.c. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up",China,China,Nigeria,"China Testing & Certification International Group Co.,Ltd.",[in full dataset],[in full dataset],Beijing,China,[in full dataset],GLOBAL MANPOWER NIGERIA LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2018,7,2018-07,20699.9,KG,20699.9,23342.3,7020.22,7020.22,6434.35,538.44,47.43,0.31,INR,129.7871,DDP,5.2,365.05,1477.05,1842.1,AN Deringer,REF8429840,66,CASES,PKG40754,2758608,Nigeria importer (import)
8544110000,CD201705000000125155,2017-05-08,2017-05-15,export,10,Transit,854411,"Insulated electric conductors; winding wire, of copper",Germany,Germany,Nigeria,Deutsche Telekom AG,[in full dataset],[in full dataset],Bonn,Germany,[in full dataset],SEAMFIX LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2017,5,2017-05,22230.8,KG,22230.8,22707.6,75294.28,75294.28,69109.97,6089.04,95.27,3.11,USD,1,CFR,1.7,1280,9188.91,10468.91,DHL Customs Svc,REF9383530,140,CRATES,PKG94779,7573145.74,Nigeria importer (import)
2932190000,CD202304000000003466,2023-04-06,2023-04-18,export,10,Consumption,293219,"Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, n.e.c. in item no. 2932.1",Belgium,Belgium,Nigeria,Ineos Phenol Belgium,[in full dataset],[in full dataset],Beveren-Waas,Belgium,[in full dataset],ESTER'S BETHEL ENTERPRISE,[in full dataset],[in full dataset],Olomore,Nigeria,,ROAD,Main Container Port,Main Container Port,2023,4,2023-04,21569.6,KG,21569.6,22039.3,112935.7,112935.7,103560.32,8859.36,516.02,4.8,USD,1,FOB,5.8,6550.27,21507.47,28057.74,DHL Customs Svc,REF7387770,200,BAGS,PKG54499,392398.97,Nigeria importer (import)
8533310000,CD201705000001278988,2017-05-18,2017-05-22,export,40,Consumption,853331,"Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity not exceeding 20W (excluding heating)",China,China,Nigeria,"Digital China Group Co.,Ltd.",[in full dataset],[in full dataset],Beijing,China,[in full dataset],SEAMFIX LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],ROAD,Main Container Port,Main Container Port,2017,5,2017-05,8822.1,KG,8822.1,9326,59713.25,59713.25,55464.89,4175.16,73.2,6.29,EUR,23.5035,CPT,1.2,716.56,6042.98,6759.54,DB Schenker Customs,REF3201246,167,CARTONS,PKG97414,130976781,Nigeria importer (import)
4005990000,CD201802000000308374,2018-02-15,2018-02-27,import,40,Transit,400599,"Rubber; unvulcanised, (compounded other than with carbon black or silica), in primary forms, (other than plates, sheets, strip, solutions or dispersions)",Nigeria,Nigeria,Spain,THE OKOMU OIL PALM COMPANY PLC,[in full dataset],[in full dataset],Edo,Nigeria,[in full dataset],WEST PHARMACEUTICAL SERVICES HISPANIA SA,[in full dataset],[in full dataset],MADRID,Spain,[in full dataset],ROAD,Bilbao,Valencia,2018,2,2018-02,10390.6,KG,10390.6,11415.6,2569.7,2569.7,2390.17,161.92,17.61,0.23,GBP,114.5201,CPT,12.4,318.64,0,318.64,DHL Customs Svc,REF5999054,423,CRATES,PKG86621,864940.78,Nigeria exporter (export)
8460190000,CD201606000000548955,2016-06-05,2016-06-12,export,51,Re-export,846019,"Machine-tools; flat-surface grinding machines, other than numerically controlled",United States,United States,Nigeria,Lockheed Martin Corporation,[in full dataset],[in full dataset],Bethesda,United States,[in full dataset],EDO STATE CO-OPERATIVE FARMERS AGENCY LIMITED,[in full dataset],[in full dataset],Benin City,Nigeria,,ROAD,Main Container Port,Main Container Port,2016,6,2016-06,9972.7,KG,9972.7,10945.3,6835.45,6835.45,6284.2,523.7,27.55,0.63,USD,1,EXW,2.5,170.89,840.76,1011.65,DB Schenker Customs,REF7865461,370,CARTONS,PKG34059,38931544,Nigeria importer (import)
0405909000,CD202602000000107981,2026-02-20,2026-02-07,export,61,Transit,040590,Dairy produce; fats and oils derived from milk (other than butter or dairy spreads),Ireland,Ireland,Nigeria,NUTRICIA IRELAND LIMITED,[in full dataset],[in full dataset],DUBLIN,Ireland,[in full dataset],FRIESLANDCAMPINA WAMCO NIGERIA PLC,[in full dataset],[in full dataset],Ikeja,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2026,2,2026-02,1338.6,KG,1338.6,1414.1,5295.56,5295.56,4789.21,473.73,32.62,3.58,USD,1,CIF,25.8,1366.25,1199.13,2565.38,Livingston Intl,REF8511225,448,CARTONS,PKG45428,3387733.12,Nigeria importer (import)
2614000000,CD202210000000271446,2022-10-09,2022-10-15,import,40,Consumption,261400,Titanium ores and concentrates,Nigeria,Nigeria,China,PANALPINA WORLD TRANSPORT (NIGERIA) LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],"5i5j Holding Group Co., Ltd",[in full dataset],[in full dataset],Beijing,China,[in full dataset],ROAD,Xiamen,Shanghai,2022,10,2022-10,19514.9,KG,19514.9,20568.4,25443.56,25443.56,23428.4,1843.69,171.47,1.2,CNY,7.3767,FOB,6.3,1602.94,4056.98,5659.92,Livingston Intl,REF3197559,378,BULK,PKG5664,14307299,Nigeria exporter (export)
8471501000,CD202101000001386627,2021-01-24,2021-01-27,export,51,Consumption,847150,"Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units",China,China,Nigeria,Agricultural Bank Of China Limited,[in full dataset],[in full dataset],Beijing,China,[in full dataset],JOCAM NIGERIA LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2021,1,2021-01,21798.1,KG,21798.1,22325.7,16470.85,16470.85,15374.86,982.99,113,0.71,JPY,16.2685,FCA,2.4,395.3,2529.92,2925.22,AN Deringer,REF3759199,50,CASES,PKG95364,152289143,Nigeria importer (import)
2937900000,CD202304000000045812,2023-04-08,2023-04-16,export,61,Transit,293790,"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones, n.e.c. in heading 2937",South Korea,South Korea,Nigeria,Ether's Dream Act Institute,[in full dataset],[in full dataset],Gyeongsan,South Korea,,ESTERS CATERING AND EVENT MANAGEMENT,[in full dataset],[in full dataset],Lagos,Nigeria,,ROAD,Main Container Port,Main Container Port,2023,4,2023-04,9463.6,KG,9463.6,10111.1,193767.61,193767.61,185332.94,7849.15,585.52,19.58,USD,1,CPT,7,13563.73,37319.64,50883.37,CEVA Customs,REF9018738,193,CARTONS,PKG27269,5048193,Nigeria importer (import)
2620210000,CD202210000000270063,2022-10-15,2022-10-21,import,10,Consumption,262021,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly lead; leaded gasoline sludges and leaded anti-knock compound sludges",Nigeria,Nigeria,China,NAGOS PROJECTS LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],"Shanghai Haojing Trading Co., Ltd.",[in full dataset],[in full dataset],Shanghai,China,,SEA,Guangzhou,Dalian,2022,10,2022-10,1682.8,KG,1682.8,1850,756.46,756.46,689.72,63.38,3.36,0.41,INR,87.6903,CPT,4,30.26,39.34,69.6,Flexport Customs,REF5196992,130,BAGS,PKG94847,14307299,Nigeria exporter (export)
2939450000,CD202201000000178722,2022-01-02,2022-01-16,export,61,Re-export,293945,"Alkaloids; of ephedrine and their derivatives; levometamfetamine, metamfetamine (INN), metamefetamine racemate and their salts",China,China,Nigeria,"Xinchang NHU Vitamins Co.,Ltd (Plant 2)",[in full dataset],[in full dataset],Shaoxing,China,,ESTER'S BETHEL ENTERPRISE,[in full dataset],[in full dataset],Olomore,Nigeria,,SEA,Main Container Port,Main Container Port,2022,1,2022-01,17928.6,KG,17928.6,19411.8,53165.05,53165.05,48898.55,3940.37,326.13,2.73,INR,80.6608,CIF,6,3189.9,10143.89,13333.79,Descartes,REF9383555,325,BALES,PKG45337,19120015,Nigeria importer (import)
