india_itc_hs8,system_identity_id,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
15155091,6003201510000004326949,151550,5,"Vegetable oils; sesame oil and its fractions, whether or not refined, but not chemically modified",MARKS8093,Malaysia,India,India,9,2015,10,2015-10,2015-10-04,20151020,20151020,export,1,213644515.15,2464.04,kg,KG,MEDILUX OILS & FATS SDN. BHD.,[in full dataset],Pelabuhan Klang,,www.mediluxoil.com,[in full dataset],Y,JENNY OILS AND FATS PRIVATE LIMITED,[in full dataset],Jaipur,,jennyoils.com,[in full dataset],Y,MEDILUX OILS & FATS SDN. BHD.,[in full dataset],,7675.4,7675.4,Penang,Tuticorin,Jaipur,1,1,9.59,MAERSK MOLLER,IMO8610957,MH,V120,353,MSCU,HBL,HLCU669644000,EGLV430032696,TCLU3185409,45HC,DRY,RF,FCL,CY/CY,Expeditors,2299.85
68129919,6003202206000000773900,681299,9,"Asbestos or mixtures with a basis of asbestos (other than crocidolite); fibres, mixtures or articles n.e.c. in heading no. 6812, whether or not reinforced, not goods of heading 6811 or 6813",MARKS3804,South Korea,India,India,5,2022,6,2022-06,2022-06-11,20220620,20220620,export,1,3392022,1446.86,kg,KG,"YOUNG JIN TEUK SU GAE BAL CO.,LTD.",[in full dataset],Gwangju,,yjts1415.co.kr,[in full dataset],Y,ACC LIMITED,[in full dataset],Ahmedabad,,www.acclimited.com,[in full dataset],Y,"YOUNG JIN TEUK SU GAE BAL CO.,LTD.",[in full dataset],,11037.5,11037.5,Gwangyang,Chennai,Ahmedabad,1,1,13.8,MOL TRIUMPH,IMO6708643,MH,V753,503,CMDU,HBL,MSCU800179116,YMLU744337893,FCIU6299500,40HC,REEFER,HC,FCL,CY/CFS,Yusen Logistics,1346.69
70140020,6003202412000005702093,701400,8,"Glassware; signalling, (not optically worked)",MARKS1673,China,India,India,9,2024,12,2024-12,2024-12-19,20241228,20241228,export,1,156712359,4201.82,kg,KG,"Changsha Jinyu Medical Inspection Laboratory Co., Ltd.",[in full dataset],Changsha,,www.kingmed.com.cn,[in full dataset],N,SOLID STATES PHYSICS LABORATORY,[in full dataset],New Delhi,,www.drdo.gov.in,[in full dataset],Y,"Changsha Jinyu Medical Inspection Laboratory Co., Ltd.",[in full dataset],,12380.8,12380.8,Shenzhen,Tuticorin,New Delhi,1,1,15.48,COSCO UNIVERSE,IMO5126714,LR,V253,22,EGLV,SWB,HLCU492868472,ONEY701654946,GESU7206690,40HC,FLAT RACK,HC,LCL,CY/CFS,Nippon Express,3880.01
09022030,6003202009000001660807,090220,6,"Tea, green; (not fermented), in immediate packings of a content exceeding 3kg",MARKS1432,Indonesia,India,India,9,2020,9,2020-09,2020-09-02,20200908,20200908,export,1,17486531.83,22471.43,kg,KG,PT DELTA MATE MAJALENGKA,[in full dataset],Kabupaten Majalengka,,,,N,AVADHESH SPICES PRIVATE LIMITED,[in full dataset],Surat,,,,Y,PT DELTA MATE MAJALENGKA,[in full dataset],,14225.6,14225.6,Belawan,Tuticorin,Surat,1,1,17.78,APL MEXICO CITY,IMO1828142,PA,V972,785,MSCU,MBL,COSU381808265,MSCU315937953,FCIU6121856,40HC,OPEN TOP,RF,FCL,CFS/CFS,Bollore Logistics,19605.05
15030000,6003201512000003955411,150300,5,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil; not emulsified or mixed or otherwise prepared",MARKS8789,Malaysia,India,India,9,2015,12,2015-12,2015-12-02,20151201,20151201,export,1,130655490.67,3097.74,kg,KG,NGO CHEW HONG OILS & FATS (M) SDN. BHD.,[in full dataset],Semenyih,,www.mewahgroup.com,[in full dataset],Y,NORTHERN FATS AND OILS PRIVATE LIMITED,[in full dataset],Chandigarh,,,,Y,NGO CHEW HONG OILS & FATS (M) SDN. BHD.,[in full dataset],,6907.8,6907.8,Tanjung Pelepas,Kolkata,Chandigarh,1,1,8.63,HMM ALGECIRAS,IMO3278365,MH,V680,280,COSU,HBL,ONEY195392663,MSCU514928519,GESU3279637,40HC,DRY,GP,FCL,CFS/CFS,DHL Global Forwarding,2828.98
68159100,6003202205000003271407,681591,5,"Stone articles and articles of other mineral substances; containing magnesite, magnesia in the form of periclase, dolomite including in the form of dolime, or chromite",MARKS4641,China,India,India,5,2022,5,2022-05,2022-05-18,20220528,20220528,export,1,51024546,3146.47,kg,KG,"Shandong Jurun Building Materials Co.,Ltd.",[in full dataset],Heze,,www.jurunjiancai.com,[in full dataset],Y,TEAMLEASE SERVICES LIMITED,[in full dataset],Bengaluru,,group.teamlease.com/,[in full dataset],Y,"Shandong Jurun Building Materials Co.,Ltd.",[in full dataset],,16975.1,16975.1,Qingdao,"Nhava Sheva (JNPT), Mumbai",Bengaluru,1,1,21.22,HYUNDAI LOYALTY,IMO2419154,MH,V641,280,OOLU,SWB,MSCU327888376,YMLU432466269,GESU2446478,40GP,OPEN TOP,GP,FCL,CY/CFS,DHL Global Forwarding,2742.65
48172000,6003201811000006319590,481720,8,"Paper and paperboard; letter cards, plain postcards and correspondence cards",MARKS9108,China,India,India,8,2018,11,2018-11,2018-11-14,20181118,20181118,export,1,47856550,4818.95,kg,KG,"Guangxi Sun Paper Co.,Ltd.",[in full dataset],Beihai,,,,Y,BILT PAPER HOLDINGS LIMITED,[in full dataset],Secunderabad,,www.biltpaper.com,[in full dataset],Y,"Guangxi Sun Paper Co.,Ltd.",[in full dataset],,22236.5,22236.5,Ningbo-Zhoushan,"Nhava Sheva (JNPT), Mumbai",Secunderabad,1,1,27.8,APL MEXICO CITY,IMO6585490,SG,V698,71,HMMU,MBL,YMLU899647612,COSU175940461,FCIU2801007,20GP,DRY,HC,LCL,CY/CFS,Nippon Express,4273.28
69131000,6003202303000003110606,691310,7,"Ceramic statuettes and other ornamental ceramic articles, of porcelain or china",MARKS9740,China,India,India,9,2023,3,2023-03,2023-03-23,20230327,20230327,export,1,58788652,5528.68,kg,KG,"Suzhou TFC Optical Communication Co.,Ltd.",[in full dataset],Suzhou,,www.tfcsz.com,[in full dataset],Y,KAJARIA CERAMICS LIMITED,[in full dataset],Gurugram,,www.kajariaceramics.com,[in full dataset],N,"Suzhou TFC Optical Communication Co.,Ltd.",[in full dataset],,10687.6,10687.6,Dalian,Tuticorin,Gurugram,1,1,13.36,HYUNDAI LOYALTY,IMO1294868,SG,V641,760,HMMU,SWB,MSCU429439490,EGLV905348052,TGHU2987776,40GP,TANK,GP,FCL,CY/CFS,Expeditors,5235.95
15011000,6003201509000004170528,150110,6,"Pig fat; lard, other than that of heading 0209 and 1503",MARKS7667,Malaysia,India,India,7,2015,9,2015-09,2015-09-20,20150921,20150921,export,1,171717360.4,187333.25,kg,KG,EVERBEST SOYA BEAN PRODUCTS SDN. BHD.,[in full dataset],Kulim,,www.everbest.my,[in full dataset],Y,POSHAK OILS AND FATS LIMITED,[in full dataset],Kurnool,,,,N,EVERBEST SOYA BEAN PRODUCTS SDN. BHD.,[in full dataset],,7807.1,7807.1,Penang,Kandla,Kurnool,1,1,9.76,HMM ALGECIRAS,IMO4478589,SG,V790,470,MAEU,SWB,ONEY289451433,YMLU303613816,BMOU9335691,20GP,TANK,HC,LCL,CY/CFS,Sinotrans,172741.78
07142000,6003202601000001279809,071420,5,"Vegetable roots and tubers; sweet potatoes, with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",MARKS7487,Australia,India,India,7,2026,1,2026-01,2026-01-11,20260101,20260101,export,1,106461162.68,6248.31,kg,KG,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],Adelaide,,www.admgrain.com.au,[in full dataset],Y,NAJ OIL MILL,[in full dataset],Banaskantha,,,,Y,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],,18819.9,18819.9,Fremantle,"Nhava Sheva (JNPT), Mumbai",Banaskantha,1,1,23.52,COSCO UNIVERSE,IMO4881737,SG,V482,5,OOLU,HBL,HLCU639059270,HLCU666585850,TCLU5113077,20GP,DRY,HC,FCL,CY/CY,Kuehne + Nagel,5906.71
70161000,6003202404000005516853,701610,8,"Glass cubes and other glass smallwares; whether or not on a backing, for mosaics or similar decorative purposes",MARKS7885,China,India,India,7,2024,4,2024-04,2024-04-04,20240426,20240426,export,1,141170363,229.79,kg,KG,"Fuyao Glass (Suzhou) Co., Ltd.",[in full dataset],Suzhou,,,,Y,HARYANA SHEET GLASS LIMITED,[in full dataset],New Delhi,,www.hsglindia.com,[in full dataset],N,"Fuyao Glass (Suzhou) Co., Ltd.",[in full dataset],,6537.1,6537.1,Yingkou,Chennai,New Delhi,1,1,8.17,MOL TRIUMPH,IMO2862330,SG,V873,688,OOLU,HBL,ONEY721057649,COSU727845983,MSCU4738586,20GP,REEFER,HC,LCL,CY/CY,DB Schenker,200
69031090,6003202310000002877708,690310,9,"Refractory ceramic goods; containing, by weight, more than 50% of free carbon, excluding those of siliceous fossil meals or similar earths",MARKS2772,China,India,India,5,2023,10,2023-10,2023-10-26,20231013,20231013,export,1,50302335,20758.27,kg,KG,"Hejiang Huayi Ceramic Products Co., Ltd",[in full dataset],Luzhou,,www.langjiu.cn,[in full dataset],Y,KAJARIA CERAMICS LIMITED,[in full dataset],Gurugram,,www.kajariaceramics.com,[in full dataset],Y,"Hejiang Huayi Ceramic Products Co., Ltd",[in full dataset],,7856.3,7856.3,Guangzhou,Chennai,Gurugram,1,1,9.82,HYUNDAI LOYALTY,IMO1826457,PA,V371,793,MAEU,MBL,EGLV994817569,YMLU769027198,FCIU4523051,40GP,OPEN TOP,GP,FCL,CFS/CFS,CEVA Logistics,19251.05
40082120,6003201909000003455699,400821,8,"Rubber; vulcanised (other than hard rubber), in plates, sheets and strip, of non-cellular rubber",MARKS3273,Malaysia,India,India,5,2019,9,2019-09,2019-09-04,20190906,20190906,export,1,12062762.41,4752.56,kg,KG,GENERAL INOAC RUBBER SDN BHD,[in full dataset],Klang,,,,Y,MERINO INDUSTRIES LIMITED,[in full dataset],Kolkata,,www.merinoindia.com,[in full dataset],Y,GENERAL INOAC RUBBER SDN BHD,[in full dataset],,24022.6,24022.6,Penang,Kolkata,Kolkata,1,1,30.03,EVER ACME,IMO6413281,SG,V516,549,YMLU,MBL,COSU953491564,MSCU389642599,BMOU3705050,40GP,TANK,HC,FCL,CY/CFS,Nippon Express,4518.06
68061000,6003202205000003272714,680610,8,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls",MARKS3257,China,India,India,9,2022,5,2022-05,2022-05-18,20220506,20220506,export,1,51024546,106834.54,kg,KG,"Huaxin Building Materials Group Co.,Ltd.",[in full dataset],Wuhan,,www.huaxincem.com,[in full dataset],Y,PRASHANT ENTERPRISES,[in full dataset],Sonipat,,,,N,"Huaxin Building Materials Group Co.,Ltd.",[in full dataset],,1058.1,1058.1,Shenzhen,Chennai,Sonipat,1,1,1.32,MSC GULSUN,IMO4878880,SG,V925,620,ZIMU,HBL,MSCU560001484,YMLU402347533,TGHU4764093,45HC,FLAT RACK,GP,FCL,CY/CFS,Nippon Express,95801.46
48103100,6003201810000000136176,481031,5,"Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight 150g/m2 or less, for non-graphic purposes, in rolls or sheets",MARKS2744,Hungary,India,India,8,2018,10,2018-10,2018-10-22,20181019,20181019,export,1,394157,18845.42,kg,KG,Mediaworks Hungary Zrt.,[in full dataset],Budapest,,www.mediaworks.hu,[in full dataset],N,JAGRAN PRAKASHAN LIMITED,[in full dataset],Kanpur,,www.jplcorp.in,[in full dataset],Y,Mediaworks Hungary Zrt.,[in full dataset],,6498.4,6498.4,Koper (via SI),Tuticorin,Kanpur,1,1,8.12,MSC OSCAR,IMO2212833,MH,V933,544,HLCU,HBL,HLCU462485147,COSU667179742,FCIU8508773,40HC,REEFER,HC,FCL,CY/CFS,CEVA Logistics,17324.55
48193000,6003201807000004011297,481930,5,"Paper and paperboard; sacks and bags of paper, paperboard, cellulose wadding or fibres, having a base of a width of 40cm or more",MARKS7413,Canada,India,India,5,2018,7,2018-07,2018-07-06,20180705,20180705,export,1,19131386.41,277.23,kg,KG,Stanpac Inc,[in full dataset],Smithville,,www.stanpacnet.com,[in full dataset],Y,JK PAPER LIMITED,[in full dataset],New Delhi,,www.jkpaper.com,[in full dataset],Y,Stanpac Inc,[in full dataset],,6218,6218,"Vancouver, BC",Kolkata,New Delhi,1,1,7.77,MOL TRIUMPH,IMO5956355,PA,V435,884,CMDU,HBL,COSU627816127,EGLV915217494,BMOU5731445,20GP,FLAT RACK,RF,FCL,CY/CY,Bollore Logistics,262.94
15131100,6003201503000004399166,151311,6,"Vegetable oils; coconut (copra) oil and its fractions, crude, not chemically modified",MARKS6472,Malaysia,India,India,7,2015,3,2015-03,2015-03-17,20150314,20150314,export,1,242261037.63,13683.57,kg,KG,PACIFIC OILS & FATS INDUSTRIES SDN. BHD.,[in full dataset],Kulai,,www.pacificofats.com,[in full dataset],Y,NORTHERN FATS AND OILS PRIVATE LIMITED,[in full dataset],Chandigarh,,,,Y,PACIFIC OILS & FATS INDUSTRIES SDN. BHD.,[in full dataset],,1723.2,1723.2,Penang,"Mundra, Gujarat",Chandigarh,1,1,2.15,EVER GIVEN,IMO3694322,MH,V149,867,OOLU,MBL,CMDU831788407,HLCU521293325,TGHU6060636,45HC,REEFER,GP,LCL,CY/CY,CEVA Logistics,12315.79
68042210,6003202211000003231975,680422,8,"Millstones, grindstones, grinding wheels and the like; of other agglomerated abrasives or of ceramics",MARKS8529,China,India,India,8,2022,11,2022-11,2022-11-17,20221128,20221128,export,1,48836500,22780.79,kg,KG,"Jingdezhen Hesheng Industrial Investment Development Co.,Ltd.",[in full dataset],Jingdezhen,,www.jdzgz.com,[in full dataset],Y,ACC LIMITED,[in full dataset],Ahmedabad,,www.acclimited.com,[in full dataset],Y,"Jingdezhen Hesheng Industrial Investment Development Co.,Ltd.",[in full dataset],,858.6,858.6,Yingkou,Cochin,Ahmedabad,1,1,1.07,HYUNDAI LOYALTY,IMO8199716,PA,V373,740,ONEY,MBL,ONEY340224846,MSCU809508072,FCIU1758395,40HC,REEFER,RF,FCL,CY/CY,Nippon Express,19870.51
48109900,6003201810000003412644,481099,8,"Paper and paperboard; coated with inorganic substances only, whether or not surface-coloured, surface-decorated or printed, n.e.c. in heading no. 4810, in rolls or sheets",MARKS4860,Singapore,India,India,5,2018,10,2018-10,2018-10-16,20181020,20181020,export,1,14520433.3,1783.69,kg,KG,ST PAPER RESOURCES PTE LTD,[in full dataset],Singapore,,www.stpaper.com.sg,[in full dataset],Y,ITC LIMITED,[in full dataset],Kolkata,,www.itcportal.com,[in full dataset],N,ST PAPER RESOURCES PTE LTD,[in full dataset],,2127.5,2127.5,Singapore (PSA),Visakhapatnam,Kolkata,1,1,2.66,EVER ACME,IMO6654999,PA,V553,325,EGLV,MBL,YMLU365063497,MAEU442102642,TGHU2799030,40HC,DRY,GP,LCL,CFS/CFS,DB Schenker,1553.21
52105990,6003202506000001694862,521059,7,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, of weaves n.e.c. in item no. 5210.5",MARKS8538,Australia,India,India,9,2025,6,2025-06,2025-06-04,20250601,20250601,export,1,41833717.34,22531.29,kg,KG,COTTON ON FINANCE PTY LTD,[in full dataset],NORTH GEELONG,,www.cottonon.com.au,[in full dataset],Y,JAGATJIT COTTON TEXTILE MILLS LIMITED,[in full dataset],Phagwara,,,,Y,COTTON ON FINANCE PTY LTD,[in full dataset],,2049.5,2049.5,Sydney,Kandla,Phagwara,1,1,2.56,HYUNDAI LOYALTY,IMO9398484,SG,V878,649,MAEU,SWB,CMDU361546020,ONEY415201087,BMOU5346250,45HC,DRY,GP,FCL,CFS/CFS,Expeditors,19755.97
48169020,6003201801000006033564,481690,9,"Paper; carbon paper and other copying or transfer papers (other than those of heading no. 4809), n.e.c. in item no. 4816.20",MARKS8607,China,India,India,6,2018,1,2018-01,2018-01-17,20180128,20180128,export,1,42895714,4760.36,kg,KG,"Zhejiang Jinlong Recycled Resources Technology Co., Ltd.",[in full dataset],Quzhou,,www.jinlongpaper.cn,[in full dataset],Y,BILT GRAPHIC PAPER PRODUCTS LIMITED,[in full dataset],Gurugram,,www.bgppl.com,[in full dataset],N,"Zhejiang Jinlong Recycled Resources Technology Co., Ltd.",[in full dataset],,1183.9,1183.9,Guangzhou,"Nhava Sheva (JNPT), Mumbai",Gurugram,1,1,1.48,EVER ACME,IMO6167890,PA,V643,208,APLU,HBL,EGLV936962390,HLCU415003034,BMOU3780674,40HC,TANK,RF,LCL,CY/CFS,Expeditors,4451.21
,6003201705000006664828,440612,7,"Wood; railway or tramway sleepers (cross-ties), not impregnated, non-coniferous",MARKS5164,China,India,India,5,2017,5,2017-05,2017-05-01,20170512,20170512,export,1,27107770,7513.96,kg,KG,"Baishan Huafeng Wooden Product Co., Ltd",[in full dataset],Jilin,,,,Y,AUSTIN PLYWOOD PRIVATE LIMITED,[in full dataset],Kolkata,,www.austinpowerply.com,[in full dataset],Y,"Baishan Huafeng Wooden Product Co., Ltd",[in full dataset],,17166.2,17166.2,Ningbo-Zhoushan,Visakhapatnam,Kolkata,1,1,21.46,HYUNDAI LOYALTY,IMO8084244,SG,V753,619,APLU,HBL,MSCU684033415,YMLU932298623,TGHU1389197,40HC,FLAT RACK,GP,FCL,CY/CY,DHL Global Forwarding,6969.86
09082100,6003202010000001605053,090821,8,"Spices; mace, neither crushed nor ground",MARKS2660,Indonesia,India,India,5,2020,10,2020-10,2020-10-18,20201022,20201022,export,1,15964325.41,6698.56,kg,KG,PT PTPN IX KEBUN SEMUGIH MOGA PEMALANG (PERSERO),[in full dataset],Kabupaten Pemalang,,,,N,CCL PRODUCTS (INDIA) LIMITED,[in full dataset],Hyderabad,,www.cclproducts.com,[in full dataset],Y,PT PTPN IX KEBUN SEMUGIH MOGA PEMALANG (PERSERO),[in full dataset],,12804,12804,"Tanjung Priok, Jakarta",Kandla,Hyderabad,1,1,16,EVER GIVEN,IMO6776932,SG,V878,479,MAEU,SWB,ONEY331063994,MAEU313475379,BMOU3781898,45HC,FLAT RACK,RF,FCL,CY/CY,DHL Global Forwarding,6020.37
09093119,6003202008000001445390,090931,9,"Spices; cumin seeds, neither crushed nor ground",MARKS9292,Indonesia,India,India,9,2020,8,2020-08,2020-08-02,20200807,20200807,export,1,12403429.31,1188.32,kg,KG,CV KENDARI COFFEE HOUSE,[in full dataset],Kota Kendari,,,,Y,THE INDIAN COFFEE WORKERS CO-OPERATIVE SOCIETY LIMITED,[in full dataset],Mumbai,,,,Y,CV KENDARI COFFEE HOUSE,[in full dataset],,14548.7,14548.7,"Tanjung Priok, Jakarta",Kolkata,Mumbai,1,1,18.19,ONE APUS,IMO1259941,PA,V599,686,COSU,MBL,MSCU135598784,CMDU923271261,GESU8074378,40HC,OPEN TOP,GP,LCL,CY/CFS,Bollore Logistics,1116.06
52064200,6003202512000000720222,520642,8,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",MARKS6063,Egypt,India,India,9,2025,12,2025-12,2025-12-21,20251226,20251226,export,1,7241323,4538.26,kg,KG,Arabia Cotton Ginning,[in full dataset],Cairo,,,,Y,GUJARAT STATE CO-OPERATIVE COTTON FEDERATION LIMITED,[in full dataset],Ahmedabad,,www.gujcot.co.in,[in full dataset],Y,Arabia Cotton Ginning,[in full dataset],,11893.9,11893.9,Port Said,Visakhapatnam,Ahmedabad,1,1,14.87,BARZAN,IMO5581268,LR,V518,171,YMLU,HBL,MSCU451970230,MSCU546959048,MSCU5426571,40HC,DRY,GP,FCL,CFS/CFS,Bollore Logistics,4189.22
48051900,6003201808000006563498,480519,8,"Paper and paperboard; uncoated, fluting paper other than semi-chemical or straw, rolls or sheets",MARKS2237,China,India,India,5,2018,8,2018-08,2018-08-23,20180824,20180824,export,1,52511111,2353.82,kg,KG,"Hangzhou Coco Healthcare Products Co., Ltd.",[in full dataset],Hangzhou,,www.cocohealthcare.com,[in full dataset],Y,S.S. ENTERPRISES,[in full dataset],Lucknow,,,,Y,"Hangzhou Coco Healthcare Products Co., Ltd.",[in full dataset],,3209.5,3209.5,Shanghai,Tuticorin,Lucknow,1,1,4.01,ONE APUS,IMO3715004,PA,V403,251,HLCU,MBL,MSCU192218661,COSU132978303,TGHU9855365,40GP,DRY,HC,FCL,CY/CFS,Yusen Logistics,2108.74
40169970,6003201912000003503878,401699,6,"Rubber; vulcanised (other than hard rubber), articles n.e.c. in heading no. 4016, of non-cellular rubber",MARKS6874,Malaysia,India,India,6,2019,12,2019-12,2019-12-14,20191214,20191214,export,1,12251616.86,56625.49,kg,KG,IOI CORPORATION BERHAD,[in full dataset],Putrajaya,,www.ioigroup.com,[in full dataset],Y,RELIANCE INDUSTRIES LIMITED,[in full dataset],Mumbai,,www.ril.com,[in full dataset],N,IOI CORPORATION BERHAD,[in full dataset],,16636.5,16636.5,Penang,Tuticorin,Mumbai,1,1,20.8,CSCL GLOBE,IMO8721754,MH,V380,847,OOLU,SWB,MSCU193798500,ONEY475197929,CAIU3977305,20GP,OPEN TOP,GP,LCL,CY/CFS,Yusen Logistics,50865.73
68030000,6003202207000003348300,680300,8,"Slate, worked; and articles of slate or of agglomerated slate",MARKS8363,China,India,India,5,2022,7,2022-07,2022-07-24,20220718,20220718,export,1,53546388,14655.44,kg,KG,FUJIAN YELLOW STONE FOOTWEAR CO LTD,[in full dataset],Putian,,,,Y,TEAMLEASE SERVICES LIMITED,[in full dataset],Bengaluru,,group.teamlease.com/,[in full dataset],Y,FUJIAN YELLOW STONE FOOTWEAR CO LTD,[in full dataset],,16912.4,16912.4,Yingkou,Chennai,Bengaluru,1,1,21.14,BARZAN,IMO3042490,PA,V440,82,HLCU,SWB,EGLV926230456,MAEU174676083,CAIU6858400,40GP,FLAT RACK,GP,FCL,CY/CFS,Nippon Express,13072.12
40092200,6003201906000003701498,400922,7,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with metal, with fittings",MARKS7705,United States,India,India,5,2019,6,2019-06,2019-06-08,20190612,20190612,export,1,13172741,13919.28,kg,KG,Brookdale Senior Living Inc.,[in full dataset],Brentwood,,www.brookdale.com,[in full dataset],Y,RELIANCE INDUSTRIES LIMITED,[in full dataset],Mumbai,,www.ril.com,[in full dataset],Y,Brookdale Senior Living Inc.,[in full dataset],,1152.8,1152.8,"Miami, FL",Cochin,Mumbai,1,1,1.44,EVER ACME,IMO4438795,LR,V520,683,OOLU,SWB,MAEU784509786,ONEY867871760,MSCU3576569,45HC,TANK,HC,LCL,CFS/CFS,DB Schenker,13100.07
70102000,6003202407000002144420,701020,8,"Glass; stoppers, lids and other closures",MARKS7837,Malaysia,India,India,5,2024,7,2024-07,2024-07-01,20240727,20240727,export,1,16427408.33,39090.5,kg,KG,AJIYA SAFETY GLASS SDN. BHD.,[in full dataset],Segamat,,www.ajiya.com,[in full dataset],N,PGP GLASS PRIVATE LIMITED,[in full dataset],Mumbai,,www.pgpfirst.com,[in full dataset],Y,AJIYA SAFETY GLASS SDN. BHD.,[in full dataset],,10416.3,10416.3,Penang,Cochin,Mumbai,1,1,13.02,MSC GULSUN,IMO4854763,PA,V969,111,CMDU,SWB,ONEY805591854,COSU818361438,GESU1192474,20GP,TANK,RF,FCL,CFS/CFS,Expeditors,35217.32
15171029,6003201510000004607518,151710,8,Margarine; excluding liquid margarine,MARKS7501,Indonesia,India,India,9,2015,10,2015-10,2015-10-26,20151014,20151014,export,1,350486499,59267.53,kg,KG,PT INNO-WANGSA OILS & FATS,[in full dataset],Kota Medan,,www.inno-wangsa.co.id,[in full dataset],N,INDIAN WAXES AND CHEMICALS,[in full dataset],Dharwad,,,,Y,PT INNO-WANGSA OILS & FATS,[in full dataset],,12419.8,12419.8,Belawan,Cochin,Dharwad,1,1,15.52,APL MEXICO CITY,IMO1218616,LR,V383,727,APLU,MBL,MAEU690321512,COSU824050425,TCLU7772150,40GP,OPEN TOP,RF,FCL,CY/CY,Expeditors,55194.84
25161200,6003202106000004606634,251612,7,"Granite; merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",MARKS1954,Turkiye,India,India,7,2021,6,2021-06,2021-06-08,20210625,20210625,export,1,10573219,896.6,kg,KG,QUA GRANITE HAYAL YAPI VE URUNLERI SANAYI TICARET ANONIM SIRKETI,[in full dataset],Aydin,,www.qua.com.tr,[in full dataset],Y,J K WHITE CEMENT WORKS,[in full dataset],Jodhpur,,,,Y,QUA GRANITE HAYAL YAPI VE URUNLERI SANAYI TICARET ANONIM SIRKETI,[in full dataset],,14914.4,14914.4,Main Container Port,Chennai,Jodhpur,1,1,18.64,YM WARRANTY,IMO6993066,PA,V426,978,YMLU,MBL,HLCU583872460,COSU430403880,FCIU7832484,20GP,OPEN TOP,GP,LCL,CY/CY,Sinotrans,840.13
40121300,6003201909000003865957,401213,5,Retreaded tyres; of a kind used on aircraft,MARKS1592,United States,India,India,6,2019,9,2019-09,2019-09-23,20190910,20190910,export,1,13957884,57586.48,kg,KG,The Goodyear Tire & Rubber Company,[in full dataset],Akron,,www.goodyear.com,[in full dataset],Y,DCM SHRIRAM LIMITED,[in full dataset],Gurugram,,www.dcmshriram.com,[in full dataset],Y,The Goodyear Tire & Rubber Company,[in full dataset],,18072.7,18072.7,"New York/Newark, NJ","Nhava Sheva (JNPT), Mumbai",Gurugram,1,1,22.59,MSC OSCAR,IMO3756673,PA,V761,741,COSU,SWB,HLCU939540995,ONEY722336997,TGHU6567977,40HC,TANK,GP,FCL,CY/CY,Kuehne + Nagel,50871.02
70023200,6003202409000001994905,700232,8,"Glass; unworked, tubes, of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6), (or 0.000005) per Kelvin within a temperature range of 0-300 degrees C",MARKS5683,Malaysia,India,India,5,2024,9,2024-09,2024-09-17,20240905,20240905,export,1,13414657.06,1267.26,kg,KG,MUAR GLASS HOLDINGS SDN BHD,[in full dataset],Muar,,,,Y,PGP GLASS PRIVATE LIMITED,[in full dataset],Mumbai,,www.pgpfirst.com,[in full dataset],N,MUAR GLASS HOLDINGS SDN BHD,[in full dataset],,14298.6,14298.6,Port Klang,"Nhava Sheva (JNPT), Mumbai",Mumbai,1,1,17.87,MOL TRIUMPH,IMO2216233,LR,V559,42,HLCU,MBL,MAEU586331493,COSU338240678,CAIU2852567,45HC,REEFER,HC,FCL,CFS/CFS,DHL Global Forwarding,1184.18
